Host clust2
From 2020-03-24T00:00:00.000000000 to 2020-07-21T00:00:00.000000000
Iteration 0: Epsilon = inf, ESS = 1000 Acc. rate = 100% Numb. unique particles = 1000
Iteration 154: Espilon = 1558.6420, ESS = 1000 Acc. rate = 4.40% Uniqueness rate particules = 43.4% Uniqueness rate components = 43.4% Global parameters uniqueness rate = 43.4%

Iteration 155: Espilon = 1546.4166, ESS = 953 Acc. rate = 5.35% Uniqueness rate particules = 48.3% Uniqueness rate components = 48.3% Global parameters uniqueness rate = 48.3%

Iteration 156: Espilon = 1533.8939, ESS = 908 Acc. rate = 4.85% Uniqueness rate particules = 51.9% Uniqueness rate components = 51.9% Global parameters uniqueness rate = 51.9%

Iteration 157: Espilon = 1526.8987, ESS = 864 Acc. rate = 5.32% Uniqueness rate particules = 55.6% Uniqueness rate components = 55.6% Global parameters uniqueness rate = 55.6%

Iteration 158: Espilon = 1516.8112, ESS = 820 Acc. rate = 9.15% Uniqueness rate particules = 59.9% Uniqueness rate components = 59.9% Global parameters uniqueness rate = 59.9%

Iteration 159: Espilon = 1507.4964, ESS = 779 Acc. rate = 8.99% Uniqueness rate particules = 63.7% Uniqueness rate components = 63.7% Global parameters uniqueness rate = 63.7%

Iteration 160: Espilon = 1496.7294, ESS = 740 Acc. rate = 8.78% Uniqueness rate particules = 66.8% Uniqueness rate components = 66.8% Global parameters uniqueness rate = 66.8%

Iteration 161: Espilon = 1484.8401, ESS = 705 Acc. rate = 9.93% Uniqueness rate particules = 69.1% Uniqueness rate components = 69.1% Global parameters uniqueness rate = 69.1%

Iteration 162: Espilon = 1473.1849, ESS = 670 Acc. rate = 8.06% Uniqueness rate particules = 71.7% Uniqueness rate components = 71.7% Global parameters uniqueness rate = 71.7%

Iteration 163: Espilon = 1463.0378, ESS = 636 Acc. rate = 8.33% Uniqueness rate particules = 73.1% Uniqueness rate components = 73.1% Global parameters uniqueness rate = 73.1%

Iteration 164: Espilon = 1450.4567, ESS = 606 Acc. rate = 6.27% Uniqueness rate particules = 74.1% Uniqueness rate components = 74.1% Global parameters uniqueness rate = 74.1%

Iteration 165: Espilon = 1430.8920, ESS = 575 Acc. rate = 8.00% Uniqueness rate particules = 75.4% Uniqueness rate components = 75.4% Global parameters uniqueness rate = 75.4%

Iteration 166: Espilon = 1418.5410, ESS = 546 Acc. rate = 9.34% Uniqueness rate particules = 76.4% Uniqueness rate components = 76.4% Global parameters uniqueness rate = 76.4%

Iteration 167: Espilon = 1405.5935, ESS = 518 Acc. rate = 7.92% Uniqueness rate particules = 76.9% Uniqueness rate components = 76.9% Global parameters uniqueness rate = 76.9%

Resampling... 446 unique particles left
Iteration 168: Espilon = 1390.9292, ESS = 1000 Acc. rate = 9.50% Uniqueness rate particules = 53.6% Uniqueness rate components = 53.6% Global parameters uniqueness rate = 53.6%

Iteration 169: Espilon = 1374.2336, ESS = 953 Acc. rate = 9.02% Uniqueness rate particules = 60.9% Uniqueness rate components = 60.9% Global parameters uniqueness rate = 60.9%

Iteration 170: Espilon = 1365.6916, ESS = 906 Acc. rate = 10.04% Uniqueness rate particules = 67.0% Uniqueness rate components = 67.0% Global parameters uniqueness rate = 67.0%

Iteration 171: Espilon = 1351.8159, ESS = 861 Acc. rate = 9.87% Uniqueness rate particules = 71.9% Uniqueness rate components = 71.9% Global parameters uniqueness rate = 71.9%

Iteration 172: Espilon = 1340.4330, ESS = 818 Acc. rate = 9.54% Uniqueness rate particules = 74.7% Uniqueness rate components = 74.7% Global parameters uniqueness rate = 74.7%

Iteration 173: Espilon = 1325.1928, ESS = 777 Acc. rate = 9.52% Uniqueness rate particules = 76.9% Uniqueness rate components = 76.9% Global parameters uniqueness rate = 76.9%

Iteration 174: Espilon = 1312.8345, ESS = 738 Acc. rate = 10.98% Uniqueness rate particules = 79.2% Uniqueness rate components = 79.2% Global parameters uniqueness rate = 79.2%

Iteration 175: Espilon = 1301.5686, ESS = 701 Acc. rate = 11.13% Uniqueness rate particules = 81.2% Uniqueness rate components = 81.2% Global parameters uniqueness rate = 81.2%

Iteration 176: Espilon = 1284.7779, ESS = 666 Acc. rate = 10.36% Uniqueness rate particules = 83.0% Uniqueness rate components = 83.0% Global parameters uniqueness rate = 83.0%

Iteration 177: Espilon = 1268.8307, ESS = 632 Acc. rate = 11.23% Uniqueness rate particules = 84.1% Uniqueness rate components = 84.1% Global parameters uniqueness rate = 84.1%

Iteration 178: Espilon = 1256.9168, ESS = 600 Acc. rate = 10.50% Uniqueness rate particules = 84.8% Uniqueness rate components = 84.8% Global parameters uniqueness rate = 84.8%

Iteration 179: Espilon = 1246.6421, ESS = 570 Acc. rate = 8.42% Uniqueness rate particules = 85.1% Uniqueness rate components = 85.1% Global parameters uniqueness rate = 85.1%

Iteration 180: Espilon = 1237.4149, ESS = 541 Acc. rate = 9.06% Uniqueness rate particules = 85.2% Uniqueness rate components = 85.2% Global parameters uniqueness rate = 85.2%

Iteration 181: Espilon = 1227.8606, ESS = 515 Acc. rate = 8.16% Uniqueness rate particules = 85.4% Uniqueness rate components = 85.4% Global parameters uniqueness rate = 85.4%

Resampling... 467 unique particles left
Iteration 182: Espilon = 1217.3776, ESS = 1000 Acc. rate = 11.50% Uniqueness rate particules = 57.9% Uniqueness rate components = 57.9% Global parameters uniqueness rate = 57.9%

Iteration 183: Espilon = 1207.1846, ESS = 950 Acc. rate = 11.16% Uniqueness rate particules = 65.4% Uniqueness rate components = 65.4% Global parameters uniqueness rate = 65.4%

Iteration 184: Espilon = 1194.7196, ESS = 903 Acc. rate = 9.19% Uniqueness rate particules = 70.6% Uniqueness rate components = 70.6% Global parameters uniqueness rate = 70.6%

Iteration 185: Espilon = 1182.6146, ESS = 857 Acc. rate = 8.75% Uniqueness rate particules = 74.7% Uniqueness rate components = 74.7% Global parameters uniqueness rate = 74.7%

Iteration 186: Espilon = 1174.1593, ESS = 814 Acc. rate = 13.02% Uniqueness rate particules = 77.7% Uniqueness rate components = 77.7% Global parameters uniqueness rate = 77.7%

Iteration 187: Espilon = 1164.4661, ESS = 774 Acc. rate = 10.98% Uniqueness rate particules = 80.8% Uniqueness rate components = 80.8% Global parameters uniqueness rate = 80.8%

Iteration 188: Espilon = 1157.4263, ESS = 735 Acc. rate = 10.75% Uniqueness rate particules = 82.9% Uniqueness rate components = 82.9% Global parameters uniqueness rate = 82.9%

Iteration 189: Espilon = 1147.9616, ESS = 698 Acc. rate = 11.03% Uniqueness rate particules = 84.4% Uniqueness rate components = 84.4% Global parameters uniqueness rate = 84.4%

Iteration 190: Espilon = 1141.5176, ESS = 664 Acc. rate = 12.05% Uniqueness rate particules = 85.4% Uniqueness rate components = 85.4% Global parameters uniqueness rate = 85.4%

Iteration 191: Espilon = 1129.4949, ESS = 630 Acc. rate = 11.90% Uniqueness rate particules = 85.9% Uniqueness rate components = 85.9% Global parameters uniqueness rate = 85.9%

Iteration 192: Espilon = 1121.4298, ESS = 598 Acc. rate = 11.04% Uniqueness rate particules = 86.4% Uniqueness rate components = 86.4% Global parameters uniqueness rate = 86.4%

Iteration 193: Espilon = 1114.3915, ESS = 568 Acc. rate = 10.74% Uniqueness rate particules = 86.7% Uniqueness rate components = 86.7% Global parameters uniqueness rate = 86.7%

Iteration 194: Espilon = 1105.5975, ESS = 539 Acc. rate = 13.36% Uniqueness rate particules = 87.1% Uniqueness rate components = 87.1% Global parameters uniqueness rate = 87.1%

Iteration 195: Espilon = 1096.1516, ESS = 512 Acc. rate = 9.18% Uniqueness rate particules = 87.1% Uniqueness rate components = 87.1% Global parameters uniqueness rate = 87.1%

Resampling... 475 unique particles left
Iteration 196: Espilon = 1086.2577, ESS = 1000 Acc. rate = 10.80% Uniqueness rate particules = 57.7% Uniqueness rate components = 57.7% Global parameters uniqueness rate = 57.7%

Iteration 197: Espilon = 1080.5473, ESS = 951 Acc. rate = 10.83% Uniqueness rate particules = 65.7% Uniqueness rate components = 65.7% Global parameters uniqueness rate = 65.7%

Iteration 198: Espilon = 1074.6090, ESS = 903 Acc. rate = 12.18% Uniqueness rate particules = 72.3% Uniqueness rate components = 72.3% Global parameters uniqueness rate = 72.3%

Iteration 199: Espilon = 1068.8204, ESS = 858 Acc. rate = 12.12% Uniqueness rate particules = 77.0% Uniqueness rate components = 77.0% Global parameters uniqueness rate = 77.0%

Iteration 200: Espilon = 1059.9732, ESS = 815 Acc. rate = 11.78% Uniqueness rate particules = 79.6% Uniqueness rate components = 79.6% Global parameters uniqueness rate = 79.6%

Iteration 201: Espilon = 1051.5885, ESS = 774 Acc. rate = 13.18% Uniqueness rate particules = 82.6% Uniqueness rate components = 82.6% Global parameters uniqueness rate = 82.6%

Iteration 202: Espilon = 1045.0200, ESS = 736 Acc. rate = 9.78% Uniqueness rate particules = 84.1% Uniqueness rate components = 84.1% Global parameters uniqueness rate = 84.1%

Iteration 203: Espilon = 1038.0912, ESS = 699 Acc. rate = 10.44% Uniqueness rate particules = 85.4% Uniqueness rate components = 85.4% Global parameters uniqueness rate = 85.4%

Iteration 204: Espilon = 1030.8412, ESS = 664 Acc. rate = 11.45% Uniqueness rate particules = 86.3% Uniqueness rate components = 86.3% Global parameters uniqueness rate = 86.3%

Iteration 205: Espilon = 1021.3754, ESS = 630 Acc. rate = 10.95% Uniqueness rate particules = 87.3% Uniqueness rate components = 87.3% Global parameters uniqueness rate = 87.3%

Iteration 206: Espilon = 1014.7332, ESS = 598 Acc. rate = 11.54% Uniqueness rate particules = 87.5% Uniqueness rate components = 87.5% Global parameters uniqueness rate = 87.5%

Iteration 207: Espilon = 1009.0594, ESS = 568 Acc. rate = 11.09% Uniqueness rate particules = 87.9% Uniqueness rate components = 87.9% Global parameters uniqueness rate = 87.9%

Iteration 208: Espilon = 1003.7439, ESS = 539 Acc. rate = 10.39% Uniqueness rate particules = 88.1% Uniqueness rate components = 88.1% Global parameters uniqueness rate = 88.1%

Iteration 209: Espilon = 997.6277, ESS = 512 Acc. rate = 10.55% Uniqueness rate particules = 88.5% Uniqueness rate components = 88.5% Global parameters uniqueness rate = 88.5%

Resampling... 476 unique particles left
Iteration 210: Espilon = 990.6729, ESS = 1000 Acc. rate = 10.30% Uniqueness rate particules = 57.2% Uniqueness rate components = 57.2% Global parameters uniqueness rate = 57.2%

Iteration 211: Espilon = 984.6158, ESS = 951 Acc. rate = 12.62% Uniqueness rate particules = 66.2% Uniqueness rate components = 66.2% Global parameters uniqueness rate = 66.2%

Iteration 212: Espilon = 980.1694, ESS = 903 Acc. rate = 11.63% Uniqueness rate particules = 71.8% Uniqueness rate components = 71.8% Global parameters uniqueness rate = 71.8%

Iteration 213: Espilon = 973.7691, ESS = 857 Acc. rate = 10.62% Uniqueness rate particules = 76.1% Uniqueness rate components = 76.1% Global parameters uniqueness rate = 76.1%

Iteration 214: Espilon = 967.0852, ESS = 815 Acc. rate = 13.13% Uniqueness rate particules = 79.5% Uniqueness rate components = 79.5% Global parameters uniqueness rate = 79.5%

Iteration 215: Espilon = 960.6318, ESS = 774 Acc. rate = 11.63% Uniqueness rate particules = 82.2% Uniqueness rate components = 82.2% Global parameters uniqueness rate = 82.2%

Iteration 216: Espilon = 953.7613, ESS = 735 Acc. rate = 12.52% Uniqueness rate particules = 83.9% Uniqueness rate components = 83.9% Global parameters uniqueness rate = 83.9%

Iteration 217: Espilon = 947.1709, ESS = 698 Acc. rate = 9.60% Uniqueness rate particules = 85.2% Uniqueness rate components = 85.2% Global parameters uniqueness rate = 85.2%

Iteration 218: Espilon = 944.1317, ESS = 663 Acc. rate = 11.31% Uniqueness rate particules = 86.3% Uniqueness rate components = 86.3% Global parameters uniqueness rate = 86.3%

Iteration 219: Espilon = 939.6237, ESS = 629 Acc. rate = 10.49% Uniqueness rate particules = 87.0% Uniqueness rate components = 87.0% Global parameters uniqueness rate = 87.0%

Iteration 220: Espilon = 936.3123, ESS = 597 Acc. rate = 10.55% Uniqueness rate particules = 87.1% Uniqueness rate components = 87.1% Global parameters uniqueness rate = 87.1%

Iteration 221: Espilon = 930.4096, ESS = 567 Acc. rate = 11.64% Uniqueness rate particules = 87.9% Uniqueness rate components = 87.9% Global parameters uniqueness rate = 87.9%

Iteration 222: Espilon = 927.0427, ESS = 538 Acc. rate = 11.34% Uniqueness rate particules = 88.2% Uniqueness rate components = 88.2% Global parameters uniqueness rate = 88.2%

Iteration 223: Espilon = 924.1610, ESS = 511 Acc. rate = 12.52% Uniqueness rate particules = 89.0% Uniqueness rate components = 89.0% Global parameters uniqueness rate = 89.0%

Resampling... 477 unique particles left
Iteration 224: Espilon = 919.3638, ESS = 1000 Acc. rate = 10.30% Uniqueness rate particules = 57.9% Uniqueness rate components = 57.9% Global parameters uniqueness rate = 57.9%

Iteration 225: Espilon = 916.1979, ESS = 951 Acc. rate = 9.88% Uniqueness rate particules = 65.3% Uniqueness rate components = 65.3% Global parameters uniqueness rate = 65.3%

Iteration 226: Espilon = 912.8701, ESS = 904 Acc. rate = 11.84% Uniqueness rate particules = 71.8% Uniqueness rate components = 71.8% Global parameters uniqueness rate = 71.8%

Iteration 227: Espilon = 910.0701, ESS = 858 Acc. rate = 10.49% Uniqueness rate particules = 75.9% Uniqueness rate components = 75.9% Global parameters uniqueness rate = 75.9%

Iteration 228: Espilon = 906.9417, ESS = 816 Acc. rate = 11.40% Uniqueness rate particules = 79.1% Uniqueness rate components = 79.1% Global parameters uniqueness rate = 79.1%

Iteration 229: Espilon = 902.7705, ESS = 775 Acc. rate = 10.06% Uniqueness rate particules = 81.7% Uniqueness rate components = 81.7% Global parameters uniqueness rate = 81.7%

Iteration 230: Espilon = 899.8896, ESS = 736 Acc. rate = 12.09% Uniqueness rate particules = 84.0% Uniqueness rate components = 84.0% Global parameters uniqueness rate = 84.0%

Iteration 231: Espilon = 895.7144, ESS = 699 Acc. rate = 8.30% Uniqueness rate particules = 84.9% Uniqueness rate components = 84.9% Global parameters uniqueness rate = 84.9%

Iteration 232: Espilon = 892.2892, ESS = 664 Acc. rate = 8.73% Uniqueness rate particules = 85.6% Uniqueness rate components = 85.6% Global parameters uniqueness rate = 85.6%

Iteration 233: Espilon = 889.4023, ESS = 630 Acc. rate = 11.27% Uniqueness rate particules = 86.4% Uniqueness rate components = 86.4% Global parameters uniqueness rate = 86.4%

Iteration 234: Espilon = 886.0285, ESS = 598 Acc. rate = 11.37% Uniqueness rate particules = 87.4% Uniqueness rate components = 87.4% Global parameters uniqueness rate = 87.4%

Iteration 235: Espilon = 883.6215, ESS = 568 Acc. rate = 7.92% Uniqueness rate particules = 87.6% Uniqueness rate components = 87.6% Global parameters uniqueness rate = 87.6%

Iteration 236: Espilon = 880.3232, ESS = 539 Acc. rate = 10.39% Uniqueness rate particules = 88.1% Uniqueness rate components = 88.1% Global parameters uniqueness rate = 88.1%

Iteration 237: Espilon = 878.0218, ESS = 512 Acc. rate = 9.57% Uniqueness rate particules = 88.3% Uniqueness rate components = 88.3% Global parameters uniqueness rate = 88.3%

Resampling... 469 unique particles left
Iteration 238: Espilon = 875.2213, ESS = 1000 Acc. rate = 7.90% Uniqueness rate particules = 54.7% Uniqueness rate components = 54.7% Global parameters uniqueness rate = 54.7%

Iteration 239: Espilon = 871.8367, ESS = 953 Acc. rate = 11.33% Uniqueness rate particules = 64.0% Uniqueness rate components = 64.0% Global parameters uniqueness rate = 64.0%

Iteration 240: Espilon = 869.7939, ESS = 905 Acc. rate = 8.29% Uniqueness rate particules = 68.7% Uniqueness rate components = 68.7% Global parameters uniqueness rate = 68.7%

Iteration 241: Espilon = 868.1780, ESS = 859 Acc. rate = 11.29% Uniqueness rate particules = 74.5% Uniqueness rate components = 74.5% Global parameters uniqueness rate = 74.5%

Iteration 242: Espilon = 865.8492, ESS = 817 Acc. rate = 8.94% Uniqueness rate particules = 77.8% Uniqueness rate components = 77.8% Global parameters uniqueness rate = 77.8%

Iteration 243: Espilon = 864.2166, ESS = 776 Acc. rate = 10.18% Uniqueness rate particules = 80.1% Uniqueness rate components = 80.1% Global parameters uniqueness rate = 80.1%

Iteration 244: Espilon = 861.9627, ESS = 737 Acc. rate = 9.09% Uniqueness rate particules = 82.2% Uniqueness rate components = 82.2% Global parameters uniqueness rate = 82.2%

Iteration 245: Espilon = 859.8913, ESS = 700 Acc. rate = 9.29% Uniqueness rate particules = 83.4% Uniqueness rate components = 83.4% Global parameters uniqueness rate = 83.4%

Iteration 246: Espilon = 857.3448, ESS = 665 Acc. rate = 12.03% Uniqueness rate particules = 85.3% Uniqueness rate components = 85.3% Global parameters uniqueness rate = 85.3%

Iteration 247: Espilon = 855.4378, ESS = 631 Acc. rate = 8.87% Uniqueness rate particules = 85.8% Uniqueness rate components = 85.8% Global parameters uniqueness rate = 85.8%

Iteration 248: Espilon = 853.6767, ESS = 599 Acc. rate = 10.85% Uniqueness rate particules = 86.3% Uniqueness rate components = 86.3% Global parameters uniqueness rate = 86.3%

Iteration 249: Espilon = 851.9823, ESS = 569 Acc. rate = 8.79% Uniqueness rate particules = 86.6% Uniqueness rate components = 86.6% Global parameters uniqueness rate = 86.6%

Iteration 250: Espilon = 850.6589, ESS = 540 Acc. rate = 10.93% Uniqueness rate particules = 86.9% Uniqueness rate components = 86.9% Global parameters uniqueness rate = 86.9%
